timestamp,combined_average
1757368130.148074,78.54101966249684
1757368130.652175,95.26711513754839
1757368131.161679,108.54101966249685
1757368131.677225,117.06339097770922
1757368132.1938,120.0
1757368132.707174,117.06339097770922
1757368133.217792,108.54101966249685
1757368133.728474,95.26711513754839
1757368134.241039,78.54101966249685
1757368134.749685,60.00000000000001
1757368135.261096,41.458980337503185
1757368135.773534,24.73288486245162
1757368136.288181,11.458980337503156
1757368136.797401,2.9366090222907886
1757368137.309514,0.0
1757368137.822019,2.9366090222907815
1757368138.333303,11.45898033750315
1757368138.84683,24.7328848624516
1757368139.358343,41.458980337503135
1757368139.874925,60.0
1757368140.380784,78.54101966249684
1757368140.887457,95.26711513754839
1757368141.39399,108.54101966249685
1757368141.902297,117.06339097770922
1757368142.409437,120.0
1757368142.916237,117.06339097770922
1757368143.422039,108.54101966249685
1757368143.933004,95.26711513754839
1757368144.440887,78.54101966249685
1757368144.951503,60.00000000000001
1757368145.458182,41.458980337503185
1757368145.969675,24.73288486245162
1757368146.480726,11.458980337503156
1757368146.989904,2.9366090222907886
1757368147.499017,0.0
1757368148.010549,2.9366090222907815
1757368148.518203,11.45898033750315
1757368149.02418,24.7328848624516
1757368149.544053,41.458980337503135
1757368150.0711,60.0
1757368150.586361,78.54101966249684
1757368151.13878,95.26711513754839
1757368151.649721,108.54101966249685
1757368152.158795,117.06339097770922
1757368152.669797,120.0
1757368153.1808,117.06339097770922
1757368153.692355,108.54101966249685
1757368154.201757,95.26711513754839
1757368154.708903,78.54101966249685
1757368155.221903,60.00000000000001
1757368155.732909,41.458980337503185
1757368156.239063,24.73288486245162
1757368156.750181,11.458980337503156
1757368157.260886,2.9366090222907886
1757368157.773002,0.0
1757368158.282768,2.9366090222907815
1757368158.79469,11.45898033750315
1757368159.302639,24.7328848624516
1757368159.814529,41.458980337503135
1757368160.324824,60.0
1757368160.835996,78.54101966249684
1757368161.347477,95.26711513754839
1757368161.854894,108.54101966249685
1757368162.365525,117.06339097770922
1757368162.875905,120.0
1757368163.387354,117.06339097770922
1757368163.895114,108.54101966249685
1757368164.401331,95.26711513754839
1757368164.910302,78.54101966249685
1757368165.421758,60.00000000000001
1757368165.932783,41.458980337503185
1757368166.447352,24.73288486245162
1757368166.956156,11.458980337503156
1757368167.469911,2.9366090222907886
1757368167.983468,0.0
1757368168.49861,2.9366090222907815
1757368169.009662,11.45898033750315
1757368169.522574,24.7328848624516
1757368170.031328,41.458980337503135
1757368170.544187,60.0
1757368171.052949,78.54101966249684
1757368171.563807,95.26711513754839
1757368172.076849,108.54101966249685
1757368172.581626,117.06339097770922
1757368173.096193,120.0
1757368173.60981,117.06339097770922
1757368174.124136,108.54101966249685
1757368174.637308,95.26711513754839
1757368175.147863,78.54101966249685
1757368175.652898,60.00000000000001
1757368176.166481,41.458980337503185
1757368176.678512,24.73288486245162
1757368177.195773,11.458980337503156
1757368177.711627,2.9366090222907886
1757368178.229664,0.0
1757368178.745464,2.9366090222907815
1757368179.256092,11.45898033750315
1757368179.770129,24.7328848624516
1757368180.282322,41.458980337503135
1757368180.796092,60.0
1757368181.311421,78.54101966249684
1757368181.826435,95.26711513754839
1757368182.341333,108.54101966249685
1757368182.855476,117.06339097770922
1757368183.366135,120.0
1757368183.879243,117.06339097770922
1757368184.395432,108.54101966249685
1757368184.908348,95.26711513754839
1757368185.42211,78.54101966249685
1757368185.93665,60.00000000000001
1757368186.4514,41.458980337503185
1757368186.962706,24.73288486245162
1757368187.476244,11.458980337503156
1757368187.988722,2.9366090222907886
1757368188.501311,0.0
1757368189.016108,2.9366090222907815
1757368189.528324,11.45898033750315
1757368190.039363,24.7328848624516
1757368190.550774,41.458980337503135
1757368191.064989,60.0
1757368191.578343,78.54101966249684
1757368192.092104,95.26711513754839
1757368192.596557,108.54101966249685
1757368193.110166,117.06339097770922
1757368193.621664,120.0
1757368194.138024,117.06339097770922
1757368194.653515,108.54101966249685
1757368195.164765,95.26711513754839
1757368195.678411,78.54101966249685
1757368196.196,60.00000000000001
1757368196.714392,41.458980337503185
1757368197.223777,24.73288486245162
1757368197.738177,11.458980337503156
1757368198.252679,2.9366090222907886
1757368198.768018,0.0
1757368199.278283,2.9366090222907815
